MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,LanguageHaveWorkedWith,AISearchHaveWorkedWith,AIDevHaveWorkedWith,WorkExp,Industry,ConvertedCompYearly
,35-44 years old,,Remote,,21,19,"Developer, front-end","1,000 to 4,999 employees",Brazil,HTML/CSS;JavaScript;PowerShell;TypeScript,Bing AI;ChatGPT,GitHub Copilot,19.0,Financial Services,121726.0
,25-34 years old,,Remote,,7,5,"Developer, back-end",100 to 499 employees,United States of America,Bash/Shell (all shells);Python;SQL,Bing AI;ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",160000.0
,45-54 years old,,Remote,,30,25,"Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Python,ChatGPT,GitHub Copilot,30.0,Insurance,124138.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,6,"Developer, full-stack",2 to 9 employees,United States of America,Bash/Shell (all shells);HTML/CSS;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,6.0,Financial Services,188000.0
,18-24 years old,,Remote,,3,1,"Developer, front-end",20 to 99 employees,Brazil,HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,2.0,Advertising Services,6086.0
,25-34 years old,,Remote,,13,10,Cloud infrastructure engineer,100 to 499 employees,Canada,Bash/Shell (all shells);Go;JavaScript;Rust,ChatGPT;Phind,Tabnine,10.0,"Information Services, IT, Software Development, or other Technology",148703.0
,35-44 years old,,Remote,,25,20,"Developer, back-end","1,000 to 4,999 employees",Spain,Python,ChatGPT,GitHub Copilot,20.0,"Manufacturing, Transportation, or Supply Chain",64254.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,3,"Developer, back-end","1,000 to 4,999 employees",Pakistan,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,3.0,Wholesale,15888.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,25,23,"Developer, back-end","10,000 or more employees",United States of America,C#,ChatGPT,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",236000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,11,6,"Developer, back-end","5,000 to 9,999 employees",Italy,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;OCaml;Python;Rust;SQL,ChatGPT,GitHub Copilot;Synk Code;Tabnine,6.0,"Information Services, IT, Software Development, or other Technology",29985.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,18,14,DevOps specialist,"5,000 to 9,999 employees",Poland,Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",59815.0
,25-34 years old,,Remote,,12,8,"Developer, back-end","1,000 to 4,999 employees","Iran, Islamic Republic of...",Perl;Python;SQL,Bing AI;ChatGPT;Google Bard AI;Phind,Adrenaline;GitHub Copilot;Tabnine,9.0,Financial Services,224508.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,5,1,"Developer, QA or test","10,000 or more employees",India,C;C++;Go;HTML/CSS;Java;JavaScript;Python;SQL,Bing AI;ChatGPT;WolframAlpha,Tabnine,1.0,"Information Services, IT, Software Development, or other Technology",4241.0
,55-64 years old,,In-person,,40,36,"Developer, full-stack",500 to 999 employees,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL,Bing AI;ChatGPT,Synk Code,36.0,Financial Services,160000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,4,"Developer, front-end",500 to 999 employees,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PowerShell;Python;R;Ruby;Rust;TypeScript,ChatGPT,GitHub Copilot,4.0,Healthcare,230000.0
,35-44 years old,,Remote,,15,11,"Developer, front-end",100 to 499 employees,United States of America,HTML/CSS;JavaScript;PHP;TypeScript,ChatGPT,GitHub Copilot,12.0,Retail and Consumer Services,200000.0
,25-34 years old,,Remote,,12,6,"Developer, back-end",100 to 499 employees,Canada,C#;Java;JavaScript;Scala;TypeScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",107810.0
,35-44 years old,,Remote,,29,26,"Developer, full-stack",2 to 9 employees,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,26.0,"Information Services, IT, Software Development, or other Technology",250000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,9,Other (please specify):,100 to 499 employees,New Zealand,C#;JavaScript;SQL;TypeScript;Visual Basic (.Net),Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,17.0,Financial Services,93481.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,1,"Developer, front-end",10 to 19 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,3.0,"Manufacturing, Transportation, or Supply Chain",78000.0
,25-34 years old,,Remote,,15,5,Security professional,"5,000 to 9,999 employees",United States of America,C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,Financial Services,214000.0
,25-34 years old,,Remote,,10,6,"Developer, full-stack",500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Lisp;Objective-C;Python;SQL;Swift,ChatGPT,GitHub Copilot,6.0,"Manufacturing, Transportation, or Supply Chain",111724.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,8,"Developer, full-stack",20 to 99 employees,Ethiopia,C#;HTML/CSS;Java;JavaScript;MATLAB;PHP;SQL;TypeScript,Bing AI;ChatGPT;Phind,GitHub Copilot,9.0,Healthcare,27504.0
,18-24 years old,,In-person,,9,3,"Developer, full-stack",2 to 9 employees,United States of America,C++;HTML/CSS;JavaScript;TypeScript,ChatGPT;Phind,GitHub Copilot,3.0,"Manufacturing, Transportation, or Supply Chain",120000.0
,25-34 years old,,Remote,,15,9,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,9.0,"Manufacturing, Transportation, or Supply Chain",140000.0
,35-44 years old,,Remote,,3,3,System administrator,100 to 499 employees,United States of America,Go;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code,3.0,"Information Services, IT, Software Development, or other Technology",120000.0
,45-54 years old,,Remote,,28,23,"Developer, full-stack",20 to 99 employees,United States of America,HTML/CSS;JavaScript;Ruby;SQL;Swift,ChatGPT,GitHub Copilot,28.0,"Information Services, IT, Software Development, or other Technology",190000.0
,25-34 years old,,Remote,,9,4,"Developer, full-stack",500 to 999 employees,United States of America,Apex;HTML/CSS;JavaScript;PHP;Python;Ruby,ChatGPT,GitHub Copilot,4.0,Financial Services,140000.0
,18-24 years old,,Remote,,9,1,Developer Advocate,20 to 99 employees,India,C#;HTML/CSS;PHP;SQL,ChatGPT;WolframAlpha;You.com,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",46771.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,28,23,DevOps specialist,20 to 99 employees,Israel,Bash/Shell (all shells);JavaScript;Python;TypeScript,ChatGPT,GitHub Copilot;Tabnine,23.0,"Information Services, IT, Software Development, or other Technology",144331.0
,25-34 years old,,Remote,,10,8,"Developer, back-end",20 to 99 employees,Canada,JavaScript;SQL;TypeScript;VBA,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",190340.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,8,"Developer, back-end",10 to 19 employees,Netherlands,C#,ChatGPT,GitHub Copilot,9.0,Financial Services,85672.0
,45-54 years old,,"Hybrid (some remote, some in-person)",,25,20,"Developer, back-end","10,000 or more employees",United States of America,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",180000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,13,2,"Developer, front-end","5,000 to 9,999 employees",Finland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,Bing AI;ChatGPT,GitHub Copilot,2.0,"Manufacturing, Transportation, or Supply Chain",56019.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,5,2,"Developer, front-end",20 to 99 employees,India,HTML/CSS;JavaScript;Python,ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",9694.0
,35-44 years old,,Remote,,23,18,Engineering manager,"1,000 to 4,999 employees",Australia,C#,Bing AI;ChatGPT;Phind,GitHub Copilot,18.0,Financial Services,105766.0
,25-34 years old,,Remote,,4,4,"Developer, back-end",500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;Python;TypeScript,ChatGPT,GitHub Copilot,4.0,Insurance,99311.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,25,18,"Developer, back-end",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,18.0,"Information Services, IT, Software Development, or other Technology",78207.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,5,5,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;Lua;Python;Ruby;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",65359.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,6,"Developer, full-stack","10,000 or more employees",United States of America,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine,25.0,"Information Services, IT, Software Development, or other Technology",180000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,19,17,"Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,Germany,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Scala;SQL;TypeScript,ChatGPT,GitHub Copilot,17.0,"Information Services, IT, Software Development, or other Technology",160634.0
,25-34 years old,,Remote,,5,4,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;Lua;Python;SQL,ChatGPT,GitHub Copilot,4.0,Oil & Gas,187000.0
,35-44 years old,,Remote,,17,12,"Engineer, site reliability","10,000 or more employees",United States of America,Bash/Shell (all shells);Python,ChatGPT;Google Bard AI,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",400000.0
,25-34 years old,,Remote,,4,3,Data scientist or machine learning specialist,2 to 9 employees,India,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",63008.0
,25-34 years old,,Remote,,11,6,"Developer, mobile",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);JavaScript;TypeScript,ChatGPT,GitHub Copilot,6.0,Healthcare,101793.0
,25-34 years old,,Remote,,14,10,"Developer, back-end",20 to 99 employees,Brazil,HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",78919.0
,35-44 years old,,Remote,,25,20,"Developer, full-stack",20 to 99 employees,United States of America,C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;Visual Basic (.Net),Bing AI;ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",160000.0
,25-34 years old,,Remote,,13,10,"Developer, full-stack",10 to 19 employees,Brazil,HTML/CSS;JavaScript;Python;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",18259.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,31,10,"Developer, full-stack",500 to 999 employees,Netherlands,C++;Java;JavaScript;Kotlin;Python;Ruby;TypeScript,ChatGPT,GitHub Copilot,12.0,Healthcare,72821.0
,35-44 years old,,Remote,,26,23,"Developer, game or graphics",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,C#;F#,Bing AI;ChatGPT,GitHub Copilot,23.0,Healthcare,200000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,4,"Developer, back-end",10 to 19 employees,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Prolog;Python;Ruby;SQL;Swift;TypeScript,Bing AI;Google Bard AI,GitHub Copilot,4.0,Legal Services,93000.0
,25-34 years old,,Remote,,8,5,"Developer, full-stack",100 to 499 employees,United States of America,C;C++;Dart;Go;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",106000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,3,"Developer, game or graphics",10 to 19 employees,Netherlands,C#,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",42836.0
,35-44 years old,,Remote,,11,11,"Developer, mobile",100 to 499 employees,Poland,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Bing AI;ChatGPT,GitHub Copilot;Tabnine,11.0,"Information Services, IT, Software Development, or other Technology",59815.0
,35-44 years old,,Remote,,22,15,"Developer, full-stack",100 to 499 employees,United States of America,JavaScript;Kotlin;Ruby;SQL,Bing AI;ChatGPT,GitHub Copilot,16.0,"Information Services, IT, Software Development, or other Technology",150000.0
,65 years or older,,Remote,,50,50,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,Bash/Shell (all shells);Go;JavaScript;Python,Bing AI;ChatGPT;Google Bard AI;Metaphor,GitHub Copilot,48.0,"Information Services, IT, Software Development, or other Technology",165000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,13,Cloud infrastructure engineer,100 to 499 employees,Spain,Python,ChatGPT,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",85672.0
,35-44 years old,,Remote,,37,24,"Developer, back-end","1,000 to 4,999 employees",United States of America,Assembly;Bash/Shell (all shells);C;Go;Groovy;Python;Rust;SQL,ChatGPT,GitHub Copilot,34.0,"Information Services, IT, Software Development, or other Technology",300000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,4,"Developer, full-stack",20 to 99 employees,Israel,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Andi;ChatGPT,GitHub Copilot,4.0,Financial Services,112257.0
,35-44 years old,,Remote,,20,16,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,16.0,"Information Services, IT, Software Development, or other Technology",280000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,5,2,"Developer, full-stack",20 to 99 employees,United States of America,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,2.0,"Manufacturing, Transportation, or Supply Chain",85000.0
,35-44 years old,,Remote,,15,12,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United States of America,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL,ChatGPT;Google Bard AI,GitHub Copilot,12.0,Advertising Services,260000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,11,"Developer, full-stack",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,11.0,Financial Services,99311.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,28,15,Other (please specify):,"10,000 or more employees",United States of America,Ada;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot;Synk Code,15.0,Financial Services,250000.0
,35-44 years old,,Remote,,15,12,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,United States of America,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,16.0,"Information Services, IT, Software Development, or other Technology",170000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,9,Data scientist or machine learning specialist,"10,000 or more employees",Switzerland,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot;Whispr AI,10.0,Advertising Services,187368.0
,35-44 years old,,In-person,,29,17,Research & Development role,10 to 19 employees,United States of America,C;C#;C++;Python;Rust;SQL,ChatGPT,GitHub Copilot,18.0,"Manufacturing, Transportation, or Supply Chain",190000.0
,35-44 years old,,Remote,,8,5,"Engineer, data",100 to 499 employees,United States of America,Bash/Shell (all shells);Python;SQL,ChatGPT,AWS CodeWhisperer,5.0,Insurance,162000.0
,35-44 years old,,Remote,,8,6,System administrator,"1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Bing AI;ChatGPT,Tabnine,12.0,Insurance,100000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,9,"Developer, back-end",2 to 9 employees,Spain,Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;JavaScript;Lua;Ruby;SQL,ChatGPT,GitHub Copilot,9.0,Advertising Services,228101.0
,18-24 years old,,Remote,,10,2,"Developer, back-end","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;Java;Kotlin;PHP;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",213000.0
,25-34 years old,,Remote,,17,13,"Engineer, data",10 to 19 employees,Canada,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,ChatGPT,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",208184.0
